,voc_bin,depth,game_id,move_ply,voc,nodes,time,voc_mid
1502,"(0.934, 0.944]",15.0,16,16,16,16,16,0.9390000000000001
1503,"(0.934, 0.944]",16.0,12,12,12,12,12,0.9390000000000001
1504,"(0.944, 0.954]",1.0,0,0,0,0,0,0.949
1505,"(0.944, 0.954]",2.0,705,705,705,705,705,0.949
1506,"(0.944, 0.954]",3.0,131,131,131,131,131,0.949
1507,"(0.944, 0.954]",4.0,59,59,59,59,59,0.949
1508,"(0.944, 0.954]",5.0,72,72,72,72,72,0.949
1509,"(0.944, 0.954]",6.0,66,66,66,66,66,0.949
1510,"(0.944, 0.954]",7.0,75,75,75,75,75,0.949
1511,"(0.944, 0.954]",8.0,53,53,53,53,53,0.949
1512,"(0.944, 0.954]",9.0,34,34,34,34,34,0.949
1513,"(0.944, 0.954]",10.0,27,27,27,27,27,0.949
1514,"(0.944, 0.954]",11.0,24,24,24,24,24,0.949
1515,"(0.944, 0.954]",12.0,10,10,10,10,10,0.949
1516,"(0.944, 0.954]",13.0,5,5,5,5,5,0.949
1517,"(0.944, 0.954]",14.0,4,4,4,4,4,0.949
1518,"(0.944, 0.954]",15.0,3,3,3,3,3,0.949
1519,"(0.944, 0.954]",16.0,2,2,2,2,2,0.949
1520,"(0.954, 0.965]",1.0,0,0,0,0,0,0.9595
1521,"(0.954, 0.965]",2.0,219,219,219,219,219,0.9595
1522,"(0.954, 0.965]",3.0,107,107,107,107,107,0.9595
1523,"(0.954, 0.965]",4.0,40,40,40,40,40,0.9595
1524,"(0.954, 0.965]",5.0,71,71,71,71,71,0.9595
1525,"(0.954, 0.965]",6.0,45,45,45,45,45,0.9595
1526,"(0.954, 0.965]",7.0,60,60,60,60,60,0.9595
1527,"(0.954, 0.965]",8.0,39,39,39,39,39,0.9595
1528,"(0.954, 0.965]",9.0,30,30,30,30,30,0.9595
1529,"(0.954, 0.965]",10.0,12,12,12,12,12,0.9595
1530,"(0.954, 0.965]",11.0,16,16,16,16,16,0.9595
1531,"(0.954, 0.965]",12.0,11,11,11,11,11,0.9595
1532,"(0.954, 0.965]",13.0,1,1,1,1,1,0.9595
1533,"(0.954, 0.965]",14.0,5,5,5,5,5,0.9595
1534,"(0.954, 0.965]",15.0,4,4,4,4,4,0.9595
1535,"(0.954, 0.965]",16.0,3,3,3,3,3,0.9595
1536,"(0.965, 0.975]",1.0,0,0,0,0,0,0.97
1537,"(0.965, 0.975]",2.0,319,319,319,319,319,0.97
1538,"(0.965, 0.975]",3.0,169,169,169,169,169,0.97
1539,"(0.965, 0.975]",4.0,78,78,78,78,78,0.97
1540,"(0.965, 0.975]",5.0,114,114,114,114,114,0.97
1541,"(0.965, 0.975]",6.0,63,63,63,63,63,0.97
1542,"(0.965, 0.975]",7.0,107,107,107,107,107,0.97
1543,"(0.965, 0.975]",8.0,49,49,49,49,49,0.97
1544,"(0.965, 0.975]",9.0,31,31,31,31,31,0.97
1545,"(0.965, 0.975]",10.0,23,23,23,23,23,0.97
1546,"(0.965, 0.975]",11.0,26,26,26,26,26,0.97
1547,"(0.965, 0.975]",12.0,9,9,9,9,9,0.97
1548,"(0.965, 0.975]",13.0,7,7,7,7,7,0.97
1549,"(0.965, 0.975]",14.0,4,4,4,4,4,0.97
1550,"(0.965, 0.975]",15.0,5,5,5,5,5,0.97
1551,"(0.965, 0.975]",16.0,4,4,4,4,4,0.97
1552,"(0.975, 0.985]",1.0,0,0,0,0,0,0.98
1553,"(0.975, 0.985]",2.0,2,2,2,2,2,0.98
1554,"(0.975, 0.985]",3.0,3,3,3,3,3,0.98
1555,"(0.975, 0.985]",4.0,3,3,3,3,3,0.98
1556,"(0.975, 0.985]",5.0,1,1,1,1,1,0.98
1557,"(0.975, 0.985]",6.0,0,0,0,0,0,0.98
1558,"(0.975, 0.985]",7.0,1,1,1,1,1,0.98
1559,"(0.975, 0.985]",8.0,2,2,2,2,2,0.98
1560,"(0.975, 0.985]",9.0,0,0,0,0,0,0.98
1561,"(0.975, 0.985]",10.0,0,0,0,0,0,0.98
1562,"(0.975, 0.985]",11.0,0,0,0,0,0,0.98
1563,"(0.975, 0.985]",12.0,0,0,0,0,0,0.98
1564,"(0.975, 0.985]",13.0,0,0,0,0,0,0.98
1565,"(0.975, 0.985]",14.0,0,0,0,0,0,0.98
1566,"(0.975, 0.985]",15.0,0,0,0,0,0,0.98
1567,"(0.975, 0.985]",16.0,0,0,0,0,0,0.98
1568,"(0.985, 0.995]",1.0,0,0,0,0,0,0.99
1569,"(0.985, 0.995]",2.0,4,4,4,4,4,0.99
1570,"(0.985, 0.995]",3.0,5,5,5,5,5,0.99
1571,"(0.985, 0.995]",4.0,1,1,1,1,1,0.99
1572,"(0.985, 0.995]",5.0,0,0,0,0,0,0.99
1573,"(0.985, 0.995]",6.0,0,0,0,0,0,0.99
1574,"(0.985, 0.995]",7.0,0,0,0,0,0,0.99
1575,"(0.985, 0.995]",8.0,0,0,0,0,0,0.99
1576,"(0.985, 0.995]",9.0,0,0,0,0,0,0.99
1577,"(0.985, 0.995]",10.0,0,0,0,0,0,0.99
1578,"(0.985, 0.995]",11.0,0,0,0,0,0,0.99
1579,"(0.985, 0.995]",12.0,0,0,0,0,0,0.99
1580,"(0.985, 0.995]",13.0,0,0,0,0,0,0.99
1581,"(0.985, 0.995]",14.0,0,0,0,0,0,0.99
1582,"(0.985, 0.995]",15.0,0,0,0,0,0,0.99
1583,"(0.985, 0.995]",16.0,0,0,0,0,0,0.99
1584,"(0.995, 1.005]",1.0,0,0,0,0,0,1.0
1585,"(0.995, 1.005]",2.0,51,51,51,51,51,1.0
1586,"(0.995, 1.005]",3.0,10,10,10,10,10,1.0
1587,"(0.995, 1.005]",4.0,7,7,7,7,7,1.0
1588,"(0.995, 1.005]",5.0,4,4,4,4,4,1.0
1589,"(0.995, 1.005]",6.0,5,5,5,5,5,1.0
1590,"(0.995, 1.005]",7.0,2,2,2,2,2,1.0
1591,"(0.995, 1.005]",8.0,0,0,0,0,0,1.0
1592,"(0.995, 1.005]",9.0,0,0,0,0,0,1.0
1593,"(0.995, 1.005]",10.0,2,2,2,2,2,1.0
1594,"(0.995, 1.005]",11.0,1,1,1,1,1,1.0
1595,"(0.995, 1.005]",12.0,0,0,0,0,0,1.0
1596,"(0.995, 1.005]",13.0,1,1,1,1,1,1.0
1597,"(0.995, 1.005]",14.0,0,0,0,0,0,1.0
1598,"(0.995, 1.005]",15.0,0,0,0,0,0,1.0
1599,"(0.995, 1.005]",16.0,0,0,0,0,0,1.0
